## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
|---|---|---|---|---|---|---|---|---|---|---|---|
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 012 | 9206 | DENTAL ASST, REG--EXT. FUNC. | 22. | $3,871 | $22.25 | $0.00 | $0.00 | $1.00 | | | |
| 012 | 9206 | DENTAL ASST, REG--EXT. FUNC. | 23. | $3,919 | $22.52 | $0.00 | $0.00 | $1.00 | | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 1. | $3,218 | $18.49 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 2. | $3,258 | $18.72 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 3. | $3,297 | $18.95 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 4. | $3,339 | $19.19 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 5. | $3,381 | $19.43 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 6. | $3,424 | $19.68 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 7. | $3,466 | $19.92 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 8. | $3,509 | $20.17 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 9. | $3,553 | $20.42 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 10. | $3,598 | $20.68 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 11. | $3,642 | $20.93 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 12. | $3,687 | $21.19 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 13. | $3,734 | $21.46 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 14. | $3,782 | $21.74 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 15. | $3,826 | $21.99 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 16. | $3,875 | $22.27 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 17. | $3,925 | $22.56 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 18. | $3,973 | $22.83 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 19. | $4,024 | $23.13 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 20. | $4,072 | $23.40 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 21. | $4,125 | $23.71 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 22. | $4,177 | $24.01 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 23. | $4,228 | $24.30 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9219 | TECHNICIAN III,CENTRAL STERILE | 24. | $4,281 | $24.60 | $2.25 | $3.75 | $1.25 | 50% | | |
| 012 | 9222 | TECH III, CENTRAL STERILE, PD | 1. | $4,311 | $24.78 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 8962 | TECHNICIAN, ELECTROCARDIOG, SR | 1. | $3,196 | $18.37 | $2.25 | $3.75 | $1.25 | 50% | | |
| 013 | 8962 | TECHNICIAN, ELECTROCARDIOG, SR | 2. | $3,233 | $18.58 | $2.25 | $3.75 | $1.25 | 50% | | |
