## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 22. | $6,629 | $38.10 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 23. | $6,712 | $38.57 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 24. | $6,795 | $39.05 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 25. | $6,880 | $39.54 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 26. | $6,967 | $40.04 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9013 | TECHNOLOGIST,RADIATION THPY | 27. | $7,053 | $40.53 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9014 | TECHNOLOGIST,RAD THPY,TRAINEE | 1. | $4,154 | $23.87 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9015 | TECHNOLOGIST,RAD THPY,PER DIEM | 1. | $7,454 | $42.84 | $3.00 | $4.50 | $1.50 | 50% | | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 1. | $5,507 | $31.65 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 2. | $5,575 | $32.04 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 3. | $5,645 | $32.44 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 4. | $5,714 | $32.84 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 5. | $5,789 | $33.27 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 6. | $5,860 | $33.68 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 7. | $5,931 | $34.09 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 8. | $6,007 | $34.52 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 9. | $6,082 | $34.95 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 10. | $6,158 | $35.39 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 11. | $6,235 | $35.83 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 12. | $6,313 | $36.28 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 13. | $6,391 | $36.73 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 14. | $6,472 | $37.20 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 15. | $6,552 | $37.66 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 16. | $6,634 | $38.13 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 17. | $6,718 | $38.61 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
| 014 | 9021 | TECHNOLOGIST,RADIOLOGIC,PRIN | 18. | $6,801 | $39.09 | $3.00 | $4.50 | $1.50 | 50% | $4 | |
