## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | Los Angeles – cont. | | | | | | | | | | | | |
| | | Date: January and February 2004 | | | | | | | | | | | | |
| 012 | 8932 | TECHNICIAN, SURGICAL, PER DIEM | | $23.27 | | | | | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 8933 | TECHNICIAN, UROLOGY, SR | $2,024 | $11.63 | $2,429 | $13.96 | $2,833 | $16.28 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8934 | TECHNICIAN, UROLOGY | $1,877 | $10.79 | $2,253 | $12.95 | $2,629 | $15.11 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 8964 | COORDINATOR, SURGICAL | $2,728 | $15.68 | $3,275 | $18.82 | $3,819 | $21.95 | $1.10 | $1.75 | $0.60 | $3.75 | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB, IV | $3,316 | $19.06 | $3,981 | $22.88 | $4,644 | $26.69 | $1.10 | $1.75 | $0.60 | $4.20 | | |
| 012 | 8974 | TECHNICIAN, HOSPITAL LAB, III | $3,019 | $17.35 | $3,623 | $20.82 | $4,225 | $24.28 | $1.10 | $1.75 | $0.60 | $4.20 | | |
| 012 | 8975 | TECHNICIAN, HOSPITAL LAB, II | $2,758 | $15.85 | $3,309 | $19.02 | $3,861 | $22.19 | $1.10 | $1.75 | $0.60 | $4.20 | | |
| 012 | 8976 | TECHNICIAN, HOSPITAL LAB, I | $2,413 | $13.87 | $2,897 | $16.65 | $3,381 | $19.43 | $1.10 | $1.75 | $0.60 | $4.20 | | |
| 012 | 9090 | TECHNO, POLYSOMNOGRAPHY, PR | $4,280 | $24.60 | $5,351 | $30.75 | $6,421 | $36.90 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 9091 | TECHNO, POLYSOMNOGRAPHY, SR | $3,633 | $20.88 | $4,359 | $25.05 | $5,084 | $29.22 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 9092 | TECHNOLOGIST, POLYSOMNOGRAPHY | $2,866 | $16.47 | $3,584 | $20.60 | $4,305 | $24.74 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 9093 | TECHNO, POLYSMNOGRAPHY, TRAINEE | | $16.19 | | | | | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 012 | 9190 | DENTAL HYGIENIST | $4,350 | $25.00 | $5,655 | $32.50 | $6,960 | $40.00 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 9196 | DENTAL ASST, REGISTERED | $2,560 | $14.71 | $3,071 | $17.65 | $3,583 | $20.59 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 9198 | DENTAL ASST, REG (TCHNG CLIN) | $2,784 | $16.00 | $3,341 | $19.20 | $3,898 | $22.40 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 9199 | DENTAL ASST | $2,252 | $12.94 | $2,702 | $15.53 | $3,153 | $18.12 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 9200 | DENTAL AIDE | $2,166 | $12.45 | $2,600 | $14.94 | $3,033 | $17.43 | $1.10 | $1.75 | $0.60 | | | |
| 012 | 9206 | DENTAL ASST, REG--EXT. FUNC. | $2,800 | $16.09 | $3,360 | $19.31 | $3,920 | $22.53 | $1.10 | $1.75 | $0.60 | | | |
| 013 | 8941 | TECHNICIAN, ECHOCARDIO, PRIN | $4,098 | $23.55 | $4,917 | $28.26 | $5,737 | $32.97 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 013 | 8942 | TECHNICIAN, ECHOCARDIO, SR | $4,082 | $23.46 | $4,882 | $28.06 | $5,683 | $32.66 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 013 | 8943 | TECHNICIAN, ECHOCARDIOGRAPHIC | $3,391 | $19.49 | $4,070 | $23.39 | $4,748 | $27.29 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 013 | 8962 | TECHNICIAN, ELECTROCARDIOG, SR | $2,380 | $13.68 | $2,857 | $16.42 | $3,334 | $19.16 | $1.10 | $1.75 | $0.60 | | | |
| 013 | 8963 | TECHNICIAN, ELECTROCARDIOGRAPH | $2,128 | $12.23 | $2,553 | $14.67 | $2,979 | $17.12 | $1.10 | $1.75 | $0.60 | | | |
| 013 | 8977 | ECHO, PER DIEM | | $30.84 | | | | | $1.10 | $1.75 | $0.60 | | | |
| 013 | 9059 | TECHNOLOGIST, EEG, PRIN | $4,280 | $24.60 | $5,351 | $30.75 | $6,421 | $36.90 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | $3,348 | $19.24 | $4,018 | $23.09 | $4,686 | $26.93 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 013 | 9061 | TECHNOLOGIST, EEG | $2,460 | $14.14 | $2,953 | $16.97 | $3,445 | $19.80 | $1.10 | $1.75 | $0.60 | $8.00 | | |
| 014 | 8965 | TECHNOLOGIST, ULTRASOUND, PRIN | $5,645 | $32.44 | $6,617 | $38.03 | $7,592 | $43.63 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 8966 | TECHNOLOGIST, ULTRASOUND, SR | $5,016 | $28.83 | $5,881 | $33.80 | $6,746 | $38.77 | $1.35 | $2.25 | $0.60 | $8.00 | | |
| 014 | 8967 | TECHNOLOGIST, ULTRASOUND | $4,465 | $25.66 | $5,234 | $30.08 | $6,005 | $34.51 | $1.35 | $2.25 | $0.60 | $8.00 | | |

- 111 -
