# APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
|---|---|---|---|---|---|---|---|---|---|---|---|
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 18. | $3,434 | $19.74 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 19. | $3,476 | $19.98 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 20. | $3,521 | $20.24 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 21. | $3,563 | $20.48 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 22. | $3,607 | $20.73 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 23. | $3,653 | $20.99 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 24. | $3,700 | $21.26 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 25. | $3,744 | $21.52 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 26. | $3,791 | $21.79 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 27. | $3,841 | $22.07 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9275 | TECHNICIAN, DIALYSIS M&E, II | 28. | $3,886 | $22.33 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 1. | $2,491 | $14.32 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 2. | $2,523 | $14.50 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 3. | $2,554 | $14.68 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 4. | $2,585 | $14.86 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 5. | $2,619 | $15.05 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 6. | $2,653 | $15.25 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 7. | $2,687 | $15.44 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 8. | $2,719 | $15.63 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 9. | $2,753 | $15.82 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 10. | $2,788 | $16.02 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 11. | $2,822 | $16.22 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 12. | $2,857 | $16.42 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 13. | $2,893 | $16.63 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 14. | $2,930 | $16.84 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 15. | $2,965 | $17.04 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 16. | $3,003 | $17.26 | $2.00 | $3.25 | $1.00 | 50% | | |
| 017 | 9276 | TECHNICIAN, DIALYSIS M&E, I | 17. | $3,042 | $17.48 | $2.00 | $3.25 | $1.00 | 50% | | |
