# APPENDIX A

| | | | | | | | | | | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | EVE | NIGHT | WKEND | 1 | 2 | 3 |

**SAN FRANCISCO – cont.**
**January 1, 2004**

| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 11. | $3,325 | $19.11 | $2.25 | $3.75 | $1.25 | 50% | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 12. | $3,368 | $19.36 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 13. | $3,410 | $19.60 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 14. | $3,452 | $19.84 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 15. | $3,497 | $20.10 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 16. | $3,538 | $20.33 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 17. | $3,585 | $20.60 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 18. | $3,630 | $20.86 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 19. | $3,675 | $21.12 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 20. | $3,719 | $21.37 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 21. | $3,765 | $21.64 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 22. | $3,813 | $21.91 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 23. | $3,862 | $22.20 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8946 | PHYSICAL THERAPY ASSISTANT I | 24. | $3,909 | $22.47 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 1. | $3,670 | $21.09 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 2. | $3,715 | $21.35 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 3. | $3,761 | $21.61 | $2.25 | $3.75 | $1.25 | 50% | | |
| 033 | 8947 | CERT OCCUP THERAPY ASST III | 4. | $3,809 | $21.89 | $2.25 | $3.75 | $1.25 | 50% | | |
