## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| | | Irvine - cont | | | | | | | | | | | | |
| | | Date - January and July 2004 | | | | | | | | | | | | |
| 012 | 9093 | TECHNO, POLYSMNOGRAPHY, TRAINEE | $2,509 | $14.42 | $2,509 | $14.42 | $2,509 | $14.42 | $1.04 | $1.56 | | $3.25 | | |
| 012 | 9190 | DENTAL HYGIENIST | $5,220 | $30.00 | $6,264 | $36.00 | $7,308 | $42.00 | $2.02 | $3.03 | | $6.32 | | |
| 012 | 9196 | DENTAL ASST, REGISTERED | $2,446 | $14.06 | $2,855 | $16.41 | $3,263 | $18.75 | $1.26 | $1.89 | | $3.93 | | |
| 012 | 9199 | DENTAL ASST | $1,712 | $9.84 | $2,001 | $11.50 | $2,288 | $13.15 | $0.74 | $1.11 | | $2.32 | | |
| 012 | 9200 | DENTAL AIDE | $1,573 | $9.04 | $1,834 | $10.54 | $2,095 | $12.04 | $0.71 | $1.06 | | $2.22 | | |
| 012 | 9206 | DENTAL ASST, REG—EXT. FUNC. | $2,891.88 | $16.62 | $3,466.08 | $19.92 | $4,042.02 | $23.23 | $1.59 | $2.39 | | | | |
| 013 | 8935 | TECHNICIAN, ECHO, SR, P.D. | | $29.25 | | | | | $1.84 | $2.76 | | $6.35 | | |
| 013 | 8941 | TECHNICIAN, ECHOCARDIO, PRIN | $3,109 | $17.87 | $4,332 | $24.90 | $5,554 | $31.92 | $2.02 | $3.03 | | $6.35 | | |
| 013 | 8942 | TECHNICIAN, ECHOCARDIO, SR | $3,054 | $17.55 | $4,145 | $23.82 | $5,236 | $30.09 | $1.84 | $2.76 | | $6.35 | | |
| 013 | 8943 | TECHNICIAN, ECHOCARDIOGRAPHIC | $2,967 | $17.05 | $3,951 | $22.71 | $4,935 | $28.36 | $1.67 | $2.51 | | $6.35 | | |
| 013 | 8960 | TECHNICIAN, ELECT., P.D. | | $16.83 | | | | | $1.09 | $1.63 | | $3.40 | | |
| 013 | 8962 | TECHNICIAN, ELECTROCARDIOG, SR | $2,333 | $13.41 | $2,704 | $15.54 | $3,075 | $17.67 | $1.09 | $1.63 | | $3.40 | | |
| 013 | 8963 | TECHNICIAN, ELECTROCARDIOGRAPH | $2,121 | $12.19 | $2,510 | $14.43 | $2,899 | $16.66 | $0.99 | $1.48 | | $3.09 | | |
| 013 | 9059 | TECHNOLOGIST, EEG, PRIN | $3,591 | $20.64 | $4,122 | $23.69 | $4,651 | $26.73 | $1.59 | $2.39 | | $4.98 | | |
| 013 | 9060 | TECHNOLOGIST, EEG, SR | $3,263 | $18.75 | $3,760 | $21.61 | $4,256 | $24.46 | $1.45 | $2.17 | | $4.53 | | |
| 013 | 9061 | TECHNOLOGIST, EEG | $2,828 | $16.25 | $3,363 | $19.33 | $3,898 | $22.40 | $1.26 | $1.89 | | $3.93 | | |
