## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | **CAMPUS – Davis - cont** | | | | | | | | | | | | |
| | | **Date - October 2003 and January 2004** | | | | | | | | | | | | |
| 011 | 8993 | MEDICAL ASSISTANT I | $2,177 | $12.51 | $2,504 | $14.39 | $2,830 | $16.26 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 011 | 8994 | MEDICAL ASSISTANT II | $2,268 | $13.03 | $2,608 | $14.99 | $2,948 | $16.94 | $0.95 | $1.70 | $1.05 | $4.70 | | |
| 012 | 8888 | TECH, CARDIOVASCULAR PD | | $31.97 | | | | | $2.30 | $4.00 | $1.40 | $12.50 | | |
| 012 | 8889 | TECHNICIAN, CARDIOVASCULAR | $4,597 | $26.42 | $5,286 | $30.38 | $5,975 | $34.34 | $2.30 | $4.00 | $1.40 | $12.50 | | |
| 012 | 8891 | TECHNICIAN, EMERG TRAUMA, SR, PER DIEM | | $17.74 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8913 | MENTAL HEALTH PRACTITIONER, SR | $3,190 | $18.33 | $3,669 | $21.09 | $4,147 | $23.83 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8914 | MENTAL HEALTH PRACTITIONER | $2,930 | $16.84 | $3,369 | $19.36 | $3,808 | $21.89 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8916 | NURSE VOCATIONAL SENIOR | $3,132 | $18.00 | $3,602 | $20.70 | $4,072 | $23.40 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8917 | NURSE VOCATIONAL | $3,010 | $17.30 | $3,461 | $19.89 | $3,913 | $22.49 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8918 | NURSE VOCATIONAL, PER DIEM | | $22.74 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8919 | TECHNICIAN, EMERGENCY TRAUMA SENIOR | $2,591 | $14.89 | $2,979 | $17.12 | $3,368 | $19.36 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8920 | EMERGENCY TRAUMA TECH | $2,406 | $13.83 | $2,767 | $15.90 | $3,128 | $17.98 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8924 | TECHNICIAN PSYCHIATRIC PER DIEM | | $18.40 | | | | | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8925 | TECHNICIAN, PSYCHIATRIC SENIOR | $3,132 | $18.00 | $3,602 | $20.70 | $4,072 | $23.40 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8926 | TECHICIAN, PSYCHIATRIC | $3,010 | $17.30 | $3,463 | $19.90 | $3,913 | $22.49 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8927 | TECHNICIAN, ORTHOPEDIC PR | $3,104 | $17.84 | $3,570 | $20.52 | $4,035 | $23.19 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8928 | TECHNICIAN, ORTHOPEDIC SENIOR | $2,865 | $16.47 | $3,296 | $18.94 | $3,725 | $21.41 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8929 | TECHNICIAN ORTHOPEDIC | $2,641 | $15.18 | $3,036 | $17.45 | $3,433 | $19.73 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8930 | TECHNICIAN, SURGICAL SENIOR | $3,080 | $17.70 | $3,543 | $20.36 | $4,004 | $23.01 | $1.20 | $2.00 | $1.40 | $7.00 | | |
| 012 | 8931 | TECHNICIAN, SURGICAL | $2,812 | $16.16 | $3,235 | $18.59 | $3,656 | $21.01 | $1.20 | $2.00 | $1.40 | $7.00 | | |
| 012 | 8932 | TECHNICIAN SURGICAL PER DIEM | | $17.81 | | | | | $1.20 | $2.00 | $1.40 | $7.00 | | |
| 012 | 8973 | TECHNICIAN, HOSP LAB IV | $4,383 | $25.19 | $5,041 | $28.97 | $5,698 | $32.75 | $1.20 | $2.00 | $1.40 | $7.00 | | |
| 012 | 8974 | TECHNICIAN, HOSP LAB III | $3,991 | $22.94 | $4,590 | $26.38 | $5,188 | $29.82 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8975 | TECHNICIAN HOSP LAB II | $3,644 | $20.94 | $4,190 | $24.08 | $4,737 | $27.22 | $1.20 | $2.00 | $1.40 | $6.00 | | |
| 012 | 8976 | TECHNICIAN HOSP LAB I | $3,190 | $18.33 | $3,668 | $21.08 | $4,147 | $23.83 | $1.20 | $2.00 | $1.40 | $6.00 | | |
