## APPENDIX A

SAN FRANCISCO - cont.
January 1, 2004

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | 18. | $5,122 | $29.44 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | 19. | $5,187 | $29.81 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | 20. | $5,251 | $30.18 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | 21. | $5,319 | $30.57 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | 22. | $5,386 | $30.95 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | 23. | $5,453 | $31.34 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8640 | TECHNICIAN, DEV, V-MED FAC | 24. | $5,520 | $31.72 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 1. | $3,607 | $20.73 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 2. | $3,653 | $20.99 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 3. | $3,698 | $21.25 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 4. | $3,744 | $21.52 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 5. | $3,791 | $21.79 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 6. | $3,839 | $22.06 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 7. | $3,886 | $22.33 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 8. | $3,936 | $22.62 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 9. | $3,985 | $22.90 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 10. | $4,032 | $23.17 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 11. | $4,084 | $23.47 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 12. | $4,134 | $23.76 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 13. | $4,187 | $24.06 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 14. | $4,240 | $24.37 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 15. | $4,292 | $24.67 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 16. | $4,345 | $24.97 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 17. | $4,400 | $25.29 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 18. | $4,456 | $25.61 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 19. | $4,511 | $25.93 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 20. | $4,569 | $26.26 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 21. | $4,626 | $26.59 | $2.00 | $3.25 | $1.00 | | | |
| 019 | 8641 | TECHNICIAN, DEV, IV-MED FAC | 22. | $4,684 | $26.92 | $2.00 | $3.25 | $1.00 | | | |
