## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | MONTHLY MINIMUM RATE | HOURLY MINIMUM RATE | MONTHLY MIDPOINT RATE | HOURLY MIDPOINT RATE | MONTHLY MAXIMUM RATE | HOURLY MAXIMUM RATE | SHIFT DIFFERENTIAL EVE | SHIFT DIFFERENTIAL NIGHT | SHIFT DIFFERENTIAL WKEND | ON CALL RATES 1 | ON CALL RATES 2 | ON CALL RATES 3 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | **Davis - cont** | | | | | | | | | | | | |
| | | **Date - October 2003 and January 2004** | | | | | | | | | | | | |
| 034 | 9065 | HISTOTECHNOLOGIST I | $3,304 | $18.99 | $3,800 | $21.84 | $4,295 | $24.68 | $1.20 | $2.00 | $1.40 | $4.70 | | |
| 034 | 9066 | HISTOTECHNOLOGIST II | $3,828 | $22.00 | $4,402 | $25.30 | $4,976 | $28.60 | $1.20 | $2.00 | $1.40 | $4.70 | | |
| 034 | 9067 | HISTOTECHNOLOGIST III | $4,348 | $24.99 | $5,001 | $28.74 | $5,652 | $32.48 | $1.20 | $2.00 | $1.40 | $4.70 | | |
| | | **Irvine** | | | | | | | | | | | | |
| | | **Date - January and July 2004** | | | | | | | | | | | | |
| 005 | 4662 | BILLER, PATIENT IV | $2,692 | $15.47 | $3,182 | $18.29 | $3,671 | $21.10 | $1.32 | $1.98 | | $4.12 | | |
| 005 | 4663 | BILLER, PATIENT III | $2,333 | $13.41 | $2,847 | $16.36 | $3,360 | $19.31 | $1.26 | $1.89 | | $3.93 | | |
| 005 | 4664 | BILLER, PATIENT II | $1,914 | $11.00 | $2,323 | $13.35 | $2,732 | $15.70 | $1.04 | $1.56 | | $3.25 | | |
| 005 | 4665 | BILLER, PATIENT I | $1,749 | $10.05 | $2,088 | $12.00 | $2,427 | $13.95 | $0.90 | $1.35 | | $2.80 | | |
| 005 | 4666 | BILLER, PATIENT III, P.D. | | $18.22 | | | | | $1.14 | $1.71 | | $3.57 | | |
| 005 | 9031 | ADMITTING WORKER, PRIN | $2,333 | $13.41 | $2,704 | $15.54 | $3,075 | $17.67 | $1.20 | $1.79 | | $3.74 | | |
| 005 | 9032 | ADMITTING WORKER, SR | $2,121 | $12.19 | $2,510 | $14.43 | $2,899 | $16.66 | $1.14 | $1.71 | | $3.57 | | |
| 005 | 9033 | ADMITTING WORKER | $1,914 | $11.00 | $2,284 | $13.13 | $2,654 | $15.25 | $0.99 | $1.48 | | $3.09 | | |
| 005 | 9034 | ADMITTING WORKER, PER DIEM | | $14.92 | | | | | $0.99 | $1.48 | | $3.09 | | |
| 006 | 4685 | TRANSCRIBER, HOSP MED, SR, PD | | $19.43 | | | | | $1.26 | $1.89 | | $3.93 | | |
| 006 | 4686 | TRANSCRIBER,HOSP MED, PER DIEM | | $16.83 | | | | | $1.14 | $1.71 | | $3.57 | | |
| 006 | 4687 | TRANSCRIBER, HOSP MED, SR | $2,692 | $15.47 | $3,182 | $18.29 | $3,671 | $21.10 | $1.26 | $1.89 | | $3.93 | | |
| 006 | 4688 | TRANSCRIBER, HOSP MED | $2,333 | $13.41 | $2,897 | $16.65 | $3,461 | $19.89 | $1.14 | $1.71 | | $3.57 | | |
| 006 | 4714 | ABSTRACTOR, PATIENT REC IV, PD | | $30.35 | | | | | $2.12 | $3.18 | | $6.63 | | |
| 006 | 4715 | ABSTRACTOR, PATIENT REC III,PD | | $23.90 | | | | | $1.67 | $2.51 | | $5.22 | | |
| 006 | 4716 | ABSTRACTOR, PATIENT RECORD IV | $3,872 | $22.25 | $4,477 | $25.73 | $5,083 | $29.21 | $2.12 | $3.18 | | $6.63 | | |
| 006 | 4717 | ABSTRACTOR, PATIENT RECORD III | $3,054 | $17.55 | $3,593 | $20.65 | $4,133 | $23.75 | $1.67 | $2.51 | | $5.22 | | |
| 006 | 4718 | ABSTRACTOR, PATIENT RECORD II | $2,271 | $13.05 | $2,673 | $15.36 | $3,075 | $17.67 | $1.14 | $1.71 | | $3.57 | | |
| 006 | 4719 | ABSTRACTOR, PATIENT RECORD I | $1,973 | $11.34 | $2,352 | $13.52 | $2,732 | $15.70 | $0.99 | $1.48 | | $3.09 | | |
| 011 | 8903 | PATIENT ESCORT, P.D. | | $11.69 | | | | | $0.82 | $1.22 | | $2.55 | | |
| 011 | 8904 | HOSPITAL ASST, SR | $1,749 | $10.05 | $2,088 | $12.00 | $2,427 | $13.95 | $0.85 | $1.28 | | $2.67 | | |
| 011 | 8905 | HOSPITAL ASST | $1,573 | $9.04 | $1,834 | $10.54 | $2,095 | $12.04 | $0.85 | $1.28 | | $2.67 | | |

- 104 -
