## APPENDIX A

| LINK CODE | TITLE CODE | TITLE NAME | STEP | MONTHLY RATE | HOURLY RATE | SHIFT DIFFERENTIAL | | | ON CALL RATES | | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | | | EVE | NIGHT | WKEND | 1 | 2 | 3 |

SAN FRANCISCO – cont.
January 1, 2004

| 015 | 9049 | THERAPIST, RESPIRATORY, REG, I | 22. | $6,387 | $36.71 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9049 | THERAPIST, RESPIRATORY, REG, I | 23. | $6,467 | $37.17 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9049 | THERAPIST, RESPIRATORY, REG, I | 24. | $6,547 | $37.63 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9049 | THERAPIST, RESPIRATORY, REG, I | 25. | $6,629 | $38.10 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 1. | $4,439 | $25.51 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 2. | $4,494 | $25.83 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 3. | $4,551 | $26.16 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 4. | $4,608 | $26.48 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 5. | $4,668 | $26.83 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 6. | $4,722 | $27.14 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 7. | $4,783 | $27.49 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 8. | $4,842 | $27.83 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 9. | $4,902 | $28.17 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 10. | $4,964 | $28.53 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 11. | $5,026 | $28.89 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 12. | $5,090 | $29.25 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 13. | $5,153 | $29.61 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 14. | $5,217 | $29.98 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 15. | $5,283 | $30.36 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 16. | $5,348 | $30.74 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 17. | $5,415 | $31.12 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 18. | $5,483 | $31.51 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 19. | $5,551 | $31.90 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 20. | $5,620 | $32.30 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 21. | $5,691 | $32.71 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 22. | $5,762 | $33.11 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 23. | $5,833 | $33.52 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 24. | $5,907 | $33.95 | $3.00 | $4.50 | $1.50 | 50% | | |
| 015 | 9050 | THERAPIST, RESPIRATORY, I | 25. | $5,980 | $34.37 | $3.00 | $4.50 | $1.50 | 50% | | |
