Identifier,Response,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Successful,Error Log,Web Search Sources,Cost,Batch,Pair,IdA,IdB
f223277d,,,62850,,,,False,['Connection error.'],,0.0031425000000000003,0,20,CBA_03,CBA_04
0290a7e9,,,64533,,,,False,['Connection error.'],,0.0032266499999999997,0,7,CBA_02,CBA_11
c26e6a32,,,23778,,,,False,['Connection error.'],,0.0011889000000000001,0,11,CBA_17,CBA_19
ba55e3ce,,,22237,,,,False,['Connection error.'],,0.00111185,0,6,CBA_13,CBA_18
7a36924b,,,19686,,,,False,['Connection error.'],,0.0009843,0,22,CBA_08,CBA_20
ee29403c,,,32206,,,,False,['Connection error.'],,0.0016103,0,4,CBA_03,CBA_20
3edb5ac8,,,40189,,,,False,['Connection error.'],,0.0020094500000000003,0,25,CBA_06,CBA_13
69b8f410,,,71890,,,,False,['Connection error.'],,0.0035945,0,21,CBA_02,CBA_06
36c7ae60,,,49660,,,,False,['Connection error.'],,0.0024830000000000004,0,15,CBA_10,CBA_14
a4fd92dc,,,48723,,,,False,['Connection error.'],,0.00243615,0,0,CBA_01,CBA_06
e176b24f,,,70968,,,,False,['Connection error.'],,0.0035484,0,26,CBA_04,CBA_12
89a9fa5a,,,29046,,,,False,['Connection error.'],,0.0014523000000000001,0,16,CBA_14,CBA_19
c7c74342,,,63994,,,,False,['Connection error.'],,0.0031996999999999998,0,18,CBA_05,CBA_08
21c8c084,,,85670,,,,False,['Connection error.'],,0.0042835,0,2,CBA_05,CBA_16
63108506,,,54651,,,,False,['Connection error.'],,0.0027325500000000003,0,27,CBA_07,CBA_12
904c7379,,,41580,,,,False,['Connection error.'],,0.002079,0,10,CBA_13,CBA_15
263d9660,,,50114,,,,False,['Connection error.'],,0.0025057,0,1,CBA_01,CBA_15
c7bf4bf1,,,77084,,,,False,['Connection error.'],,0.0038542000000000003,0,23,CBA_09,CBA_10
5e7b725d,,,65471,,,,False,['Connection error.'],,0.00327355,0,5,CBA_07,CBA_09
2c04f729,,,61354,,,,False,['Connection error.'],,0.0030677,0,24,CBA_05,CBA_11
15e7f787,,,18007,,,,False,['Connection error.'],,0.00090035,0,9,CBA_08,CBA_18
2fe2d5c6,,,49240,,,,False,['Connection error.'],,0.002462,0,28,CBA_11,CBA_12
2a425fd4,,,38774,,,,False,['Connection error.'],,0.0019387000000000002,0,13,CBA_04,CBA_20
35601171,,,59026,,,,False,['Connection error.'],,0.0029513000000000005,0,3,CBA_15,CBA_16
180413d2,,,65682,,,,False,['Connection error.'],,0.0032841000000000003,0,12,CBA_01,CBA_16
209a88e7,,,53938,,,,False,['Connection error.'],,0.0026969000000000003,0,17,CBA_02,CBA_18
87cef32b,,,46533,,,,False,['Connection error.'],,0.00232665,0,29,CBA_03,CBA_07
bc8a3b1f,,,56470,,,,False,['Connection error.'],,0.0028235,0,14,CBA_09,CBA_19
3502f0d8,,,44392,,,,False,['Connection error.'],,0.0022196,0,19,CBA_10,CBA_17
0b174807,,,34042,,,,False,['Connection error.'],,0.0017021000000000002,0,8,CBA_14,CBA_17
