Identifier,Response,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Successful,Error Log,Web Search Sources,Cost,Batch,Pair,IdA,IdB
a8e60649,,,64711,,,,False,['Connection error.'],,0.0032355500000000002,0,19,CBA_04,CBA_10
56d23fe3,,,33316,,,,False,['Connection error.'],,0.0016658,0,13,CBA_06,CBA_11
ffb3f6fb,,,41381,,,,False,['Connection error.'],,0.0020690500000000002,0,5,CBA_14,CBA_15
3e989adc,,,68025,,,,False,['Connection error.'],,0.00340125,0,2,CBA_05,CBA_14
18cc5429,,,51681,,,,False,['Connection error.'],,0.00258405,0,23,CBA_16,CBA_17
a6c566c3,,,64530,,,,False,['Connection error.'],,0.0032265,0,18,CBA_02,CBA_11
5a3e8911,,,50111,,,,False,['Connection error.'],,0.0025055500000000005,0,29,CBA_01,CBA_15
ca63902b,,,84629,,,,False,['Connection error.'],,0.00423145,0,0,CBA_05,CBA_12
b645c387,,,48720,,,,False,['Connection error.'],,0.0024360000000000002,0,28,CBA_01,CBA_06
62334261,,,11774,,,,False,['Connection error.'],,0.0005887,0,6,CBA_18,CBA_19
f21089a6,,,37529,,,,False,['Connection error.'],,0.00187645,0,8,CBA_03,CBA_19
2a6f02b8,,,57632,,,,False,['Connection error.'],,0.0028816000000000002,0,26,CBA_06,CBA_16
fb028f8a,,,67170,,,,False,['Connection error.'],,0.0033585,0,25,CBA_02,CBA_08
51484fb4,,,32447,,,,False,['Connection error.'],,0.0016223499999999998,0,12,CBA_01,CBA_20
ca5eb2b5,,,54557,,,,False,['Connection error.'],,0.0027278500000000004,0,21,CBA_04,CBA_13
38b9848d,,,30005,,,,False,['Connection error.'],,0.00150025,0,24,CBA_08,CBA_17
0eced0e0,,,49462,,,,False,['Connection error.'],,0.0024731,0,9,CBA_09,CBA_18
b34ca98a,,,70099,,,,False,['Connection error.'],,0.0035049499999999997,0,1,CBA_05,CBA_15
d8ccbefd,,,30524,,,,False,['Connection error.'],,0.0015262000000000001,0,10,CBA_03,CBA_18
6ecb8ce4,,,48394,,,,False,['Connection error.'],,0.0024197000000000003,0,14,CBA_07,CBA_10
f786aeb0,,,53098,,,,False,['Connection error.'],,0.0026549,0,20,CBA_04,CBA_07
e1f87f85,,,71887,,,,False,['Connection error.'],,0.0035943500000000005,0,17,CBA_02,CBA_06
75ca62ae,,,49853,,,,False,['Connection error.'],,0.0024926500000000003,0,16,CBA_10,CBA_13
751d6e62,,,55911,,,,False,['Connection error.'],,0.0027955500000000004,0,4,CBA_12,CBA_14
9b9ecd07,,,56467,,,,False,['Connection error.'],,0.0028233500000000005,0,7,CBA_09,CBA_19
cf49925d,,,38240,,,,False,['Connection error.'],,0.0019120000000000003,0,15,CBA_07,CBA_13
5c4a5f46,,,23913,,,,False,['Connection error.'],,0.0011956500000000001,0,30,CBA_13,CBA_20
32002ea6,,,52915,,,,False,['Connection error.'],,0.00264575,0,22,CBA_08,CBA_16
81a6127a,,,57985,,,,False,['Connection error.'],,0.0028992500000000004,0,3,CBA_12,CBA_15
e24a5d1e,,,27365,,,,False,['Connection error.'],,0.0013682500000000001,0,27,CBA_11,CBA_17
835451b9,,,75217,,,,False,['Connection error.'],,0.0037608500000000005,0,11,CBA_03,CBA_09
689cf31d,,,13453,,,,False,['Connection error.'],,0.00067265,0,31,CBA_19,CBA_20
