Identifier,Response,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Successful,Error Log,Web Search Sources,Cost,Batch,Pair,IdA,IdB
96f00fe7,,,57632,,,,False,['Connection error.'],,0.0028816000000000002,0,26,CBA_06,CBA_16
a7402696,,,49462,,,,False,['Connection error.'],,0.0024731,0,9,CBA_09,CBA_18
7e91d3c0,,,70099,,,,False,['Connection error.'],,0.0035049499999999997,0,1,CBA_05,CBA_15
1b4bde64,,,64530,,,,False,['Connection error.'],,0.0032265,0,18,CBA_02,CBA_11
a3814e63,,,30524,,,,False,['Connection error.'],,0.0015262000000000001,0,10,CBA_03,CBA_18
09846e64,,,41363,,,,False,['Connection error.'],,0.00206815,0,28,CBA_01,CBA_11
be85dfde,,,48394,,,,False,['Connection error.'],,0.0024197000000000003,0,14,CBA_07,CBA_10
3e85a1a8,,,27365,,,,False,['Connection error.'],,0.0013682500000000001,0,27,CBA_11,CBA_17
21f344d1,,,52915,,,,False,['Connection error.'],,0.00264575,0,22,CBA_08,CBA_16
a29e54aa,,,54557,,,,False,['Connection error.'],,0.0027278500000000004,0,21,CBA_04,CBA_13
0d632b93,,,68025,,,,False,['Connection error.'],,0.00340125,0,2,CBA_05,CBA_14
392e6141,,,37529,,,,False,['Connection error.'],,0.00187645,0,8,CBA_03,CBA_19
0f512e33,,,11774,,,,False,['Connection error.'],,0.0005887,0,6,CBA_18,CBA_19
9eb44204,,,57985,,,,False,['Connection error.'],,0.0028992500000000004,0,3,CBA_12,CBA_15
aa9899f0,,,64711,,,,False,['Connection error.'],,0.0032355500000000002,0,19,CBA_04,CBA_10
64de0dc3,,,41381,,,,False,['Connection error.'],,0.0020690500000000002,0,5,CBA_14,CBA_15
a685a49c,,,48037,,,,False,['Connection error.'],,0.0024018500000000005,0,29,CBA_01,CBA_14
7c62094f,,,51681,,,,False,['Connection error.'],,0.00258405,0,23,CBA_16,CBA_17
9778874a,,,84629,,,,False,['Connection error.'],,0.00423145,0,0,CBA_05,CBA_12
259a70de,,,55911,,,,False,['Connection error.'],,0.0027955500000000004,0,4,CBA_12,CBA_14
91c8e2cb,,,32447,,,,False,['Connection error.'],,0.0016223499999999998,0,12,CBA_01,CBA_20
ec2db2e4,,,25791,,,,False,['Connection error.'],,0.0012895500000000002,0,30,CBA_15,CBA_20
3b48c168,,,38240,,,,False,['Connection error.'],,0.0019120000000000003,0,15,CBA_07,CBA_13
2e0b72b9,,,53098,,,,False,['Connection error.'],,0.0026549,0,20,CBA_04,CBA_07
0c33fe8b,,,49853,,,,False,['Connection error.'],,0.0024926500000000003,0,16,CBA_10,CBA_13
32639666,,,56467,,,,False,['Connection error.'],,0.0028233500000000005,0,7,CBA_09,CBA_19
add15ffc,,,33316,,,,False,['Connection error.'],,0.0016658,0,13,CBA_06,CBA_11
5e52081f,,,75217,,,,False,['Connection error.'],,0.0037608500000000005,0,11,CBA_03,CBA_09
6676b9b0,,,30005,,,,False,['Connection error.'],,0.00150025,0,24,CBA_08,CBA_17
5d67b87c,,,19683,,,,False,['Connection error.'],,0.00098415,0,31,CBA_08,CBA_20
e6638037,,,71887,,,,False,['Connection error.'],,0.0035943500000000005,0,17,CBA_02,CBA_06
b9e0fe45,,,67170,,,,False,['Connection error.'],,0.0033585,0,25,CBA_02,CBA_08
